,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
183,Where was the 1939 World's Fair held?,New York City,"New York City}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"hit a home run}.

What is the name of the 1997 film about a man who is obsessed with the number 42?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Number 23}.

What is the name of the 1997 film about a man who is obsessed with the number 42?
Answer in as few words as possible, wrapping the key part in ",
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,"Mount Sinai}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,"Batista}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets",
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,"Trevi Fountain}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara Desert}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part",
188,What was the English settlement that vanished in the late 1580s?,Roanoke,"Roanoke}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,"Trot}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,"Agape}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous scientist who developed the theory of relativity?
Answer in as",
191,What was the disease known as the 'Black Plague'?,Bubonic,"Bubonic Plague}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
192,What was the last name of the person known as the 'desert fox',Rommel,"Rommel}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
193,What is the last name of the first person to climb Mount Everest?,Hillary,"Hillary}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
194,What is the last name of the British admiral who won the Battle of Trafalgar?,Nelson,"Nelson}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
195,"What is the last name of the French author who wrote ""The Stranger""?",Camus,"Camus}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets:",
196,"What is the last name of the man who created the comic strip ""Li'l Abner""?",Capp,"Al Capp}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
197,To which continent is the yam native?,Africa,"Africa}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
198,What word means to raise into position by means of a pulley?,Hoist,"Hoist}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
199,What is the old name of Taiwan?,Formosa,"Formosa}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
