,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part",
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book in the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets:",
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"The Capulets}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Robert Wagner}.

What is the name of the ""The Man in the High Castle"" on TV?
Answer in as few words as possible, wrapping the key part in {} brackets: {Frank Frink}.

What is the name of the ""The Man in the High Castle"" on TV?
Answer in as few words as possible, wrapping the key part in {} brackets: {Frank Frink}.

What is the name of the ""The Man in the High Castle"" on TV",
176,What do you call a person who collects and studies stamps?,Philatelist,"Philatelist}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"The Ural Mountains}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Enron}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Billie Holiday}.

What is the name of the ""first lady"" of the United States from 1961 to 1963?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jacqueline Kennedy}.

What is the name of the ""first lady"" of the United States from 1993 to 2001?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hillary Clinton",
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. President?
Answer in as few words as possible, wrapping the key",
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Allen Zimmerman}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
183,Where was the 1939 World's Fair held?,New York City,"New York City}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"Hit a home run}.

What is the name of the first of the three great American trilogies of the 20th century?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Great Gatsby}.

What is the name of the first of the three great American trilogies of the 20th century?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Great Gatsby}.

What is the name",
