,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,"Platonic love}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
191,What was the disease known as the 'Black Plague'?,Bubonic,"Bubonic plague}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
192,What was the last name of the person known as the 'desert fox',Rommel,"Rommel}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
193,What is the last name of the first person to climb Mount Everest?,Hillary,"Hillary}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the",
194,What is the last name of the British admiral who won the Battle of Trafalgar?,Nelson,"Nelson}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Berlin?
Answer in as",
195,"What is the last name of the French author who wrote ""The Stranger""?",Camus,"Camus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
196,"What is the last name of the man who created the comic strip ""Li'l Abner""?",Capp,"Al Capp}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who wrote the book ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {F. Scott Fitzgerald}.

What is",
197,To which continent is the yam native?,Africa,"Africa}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
198,What word means to raise into position by means of a pulley?,Hoist,"hoist}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
199,What is the old name of Taiwan?,Formosa,"Formosa}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
200,What was the creature killed by Theseus which had the body of a man and the head of a bull?,Minotaur,"Minotaur}.

What is the name of the river which flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river which flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river which flows through",
201,In which city is Michelangelo's statue of David located?,Florence,"Florence}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
202,What is the last name of the man who invented dynamite?,Nobel,"Nobel}.

What is the name of the man who invented the telephone?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edison}.

What is the name of the man who invented the radio?",
203,What is John Kenneth Galbraith's profession?,Economist,"Economist}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
204,Who was the bouncy and egotistical friend of Christopher Robin?,Tigger,"Piglet}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer",
205,What is a network designed to allow communication within an organization?,An intranet,"LAN}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brack",
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,"X-rays}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
207,Who is the national poet of Scotland?,Robert Burns,"Robert Burns}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest desert in the world?",
