,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"Ural Mountains}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as few words as",
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"The Enron scandal}.

What is the name of the 2001 movie that was based on the book ""The Da Vinci Code""?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Da Vinci Code}.

What is the name of the 2001 movie that was based on the book ""The Da Vinci Code""?
Answer in as few words as possible, wrapping the key part in {} brackets",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Bessie Smith}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Zimmerman}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
183,Where was the 1939 World's Fair held?,New York City,"New York City}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"He hit a home run}.

What is the name of the 1980s American pop group that included Michael Jackson, Janet Jackson, and Prince?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Jackson 5}.

What is the name of the 1980s American pop group that included Michael Jackson, Janet Jackson, and Prince?
Answer in as few words as possible, wrapping the key part",
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,"Mount Sinai}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,"Castro}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,"Castel Sant'Angelo}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?",
188,What was the English settlement that vanished in the late 1580s?,Roanoke,"Somerset House}.

What is the name of the 19th century English writer who wrote ""The Vicar of Wakefield""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wilkie Collins}.

What is the name of the 19th century English writer who wrote ""The Woman in White""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Wilkie Collins}.",
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,"Trochoid}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
Answer in as few words as",
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,"Eros}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
191,What was the disease known as the 'Black Plague'?,Bubonic,"Bubonic plague}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
192,What was the last name of the person known as the 'desert fox',Rommel,"Lawrence of Arabia}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
193,What is the last name of the first person to climb Mount Everest?,Hillary,"Sir Edmund Hillary}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
